trial_id,global_trial_index,element_trial_hash,measurement_hash,method_id,noise_profile_id,L,profile_id,replicate_id,white_beamspace_snr_target_db,applicable,applicability_status,applicability_uses_registered_scenario_flag,fit_valid,fit_status,raw_vertical_eigenvalues_top6,fbss_eigenvalues_top6,raw_signal_noise_eigengap,fbss_signal_noise_eigengap,vertical_covariance_condition_proxy,fbss_condition_proxy,vertical_hermitian_residual,fbss_hermitian_residual,fb_structure_residual,noise_whitening_residual,sample_eigenvalues_top6,element_music_sample_rank,element_music_rank_threshold,element_music_local_peak_count,element_music_top10_peaks,elevation_fit_valid,elevation_fit_status,elevations_hat_deg,elevation_selection_values,gfbss_candidate_count,gfbss_top10_elevation_peaks,gfbss_selected_elevations,root_polynomial_degree,all_root_count,registered_root_count,top10_registered_root_elevations,root_moduli,root_phases,selected_roots,esprit_shift_matrix_rank,S1_singular_values,esprit_eigenvalue_real,esprit_eigenvalue_imag,esprit_eigenvalue_modulus,esprit_eigenvalue_phase,conditional_az_cml_executed,conditional_az_cml_valid,conditional_az_cml_status,coarse_candidate_count,continuous_start_count,best_coarse_loglik,selected_start,sweep_count,truth_used_in_fit_flag,profile_used_in_fit_flag
MC1_K2_N2_L1_SP10_P1_R05,872,8bb9c409c4037d6dab5ca07d1b7c841bf2841810c5abfff01238475135e70706,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,10,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[5.8541118693345329 4.3186435746888474 2.7513126500735017 2.5096577783499847 2.1586941034734353 2.0606854600808586],[5.5142433749720325 3.8053534610868445 2.3965506591021977 2.274630330867268 1.9693949853673072 1.9067870141189456],1.56966660062188,1.58784603473077,79.1898547756471,22.9610004373047,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP10_P1_R05,872,8bb9c409c4037d6dab5ca07d1b7c841bf2841810c5abfff01238475135e70706,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,10,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[5.8541118693345329 4.3186435746888474 2.7513126500735017 2.5096577783499847 2.1586941034734353 2.0606854600808586],[5.5142433749720325 3.8053534610868445 2.3965506591021977 2.274630330867268 1.9693949853673072 1.9067870141189456],1.56966660062188,1.58784603473077,79.1898547756471,22.9610004373047,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP14_P1_R05,873,c6a7f6e4d8be6b69e7eec205ba26574675aa4f70e2e03eb982242d7f10fe6c42,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_MUSIC_K2,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,14,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,[11.746511779726895 4.3183177611685979 2.7770751622941683 2.5121534518235271 2.1610858063173914 2.0818255670581616],[11.188823742050225 3.8070500562279763 2.4085502186034149 2.2919125829509652 1.974997129143097 1.935770596853732],1.55498771506105,1.58063968391553,158.08239705146,46.6135720211382,0,0,0,8.11805783927532e-16,[NaN NaN NaN NaN NaN NaN],0,NaN,0,[NaN NaN],0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP14_P1_R05,873,c6a7f6e4d8be6b69e7eec205ba26574675aa4f70e2e03eb982242d7f10fe6c42,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,14,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[11.746511779726895 4.3183177611685979 2.7770751622941683 2.5121534518235271 2.1610858063173914 2.0818255670581616],[11.188823742050225 3.8070500562279763 2.4085502186034149 2.2919125829509652 1.974997129143097 1.935770596853732],1.55498771506105,1.58063968391553,158.08239705146,46.6135720211382,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP14_P1_R05,873,c6a7f6e4d8be6b69e7eec205ba26574675aa4f70e2e03eb982242d7f10fe6c42,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,14,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[11.746511779726895 4.3183177611685979 2.7770751622941683 2.5121534518235271 2.1610858063173914 2.0818255670581616],[11.188823742050225 3.8070500562279763 2.4085502186034149 2.2919125829509652 1.974997129143097 1.935770596853732],1.55498771506105,1.58063968391553,158.08239705146,46.6135720211382,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP14_P1_R05,873,c6a7f6e4d8be6b69e7eec205ba26574675aa4f70e2e03eb982242d7f10fe6c42,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,14,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[11.746511779726895 4.3183177611685979 2.7770751622941683 2.5121534518235271 2.1610858063173914 2.0818255670581616],[11.188823742050225 3.8070500562279763 2.4085502186034149 2.2919125829509652 1.974997129143097 1.935770596853732],1.55498771506105,1.58063968391553,158.08239705146,46.6135720211382,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP18_P1_R05,874,efb4b875227f40b7af6b058d63dd50975af6e27f3132f3ed418e75bed9a490bf,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_MUSIC_K2,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,18,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,[26.842339180249567 4.3173546996740058 2.7858953654388969 2.5085556482999407 2.1624413263388509 2.097403680779629],[25.676403983201872 3.8065648114420103 2.4318679614639387 2.3301966704123385 1.9806478462174075 1.9633272541143876],1.54971889943678,1.56528432947919,358.240071598298,107.051792204695,0,0,0,8.11805783927532e-16,[NaN NaN NaN NaN NaN NaN],0,NaN,0,[NaN NaN],0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP18_P1_R05,874,efb4b875227f40b7af6b058d63dd50975af6e27f3132f3ed418e75bed9a490bf,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,18,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[26.842339180249567 4.3173546996740058 2.7858953654388969 2.5085556482999407 2.1624413263388509 2.097403680779629],[25.676403983201872 3.8065648114420103 2.4318679614639387 2.3301966704123385 1.9806478462174075 1.9633272541143876],1.54971889943678,1.56528432947919,358.240071598298,107.051792204695,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP18_P1_R05,874,efb4b875227f40b7af6b058d63dd50975af6e27f3132f3ed418e75bed9a490bf,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,18,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[26.842339180249567 4.3173546996740058 2.7858953654388969 2.5085556482999407 2.1624413263388509 2.097403680779629],[25.676403983201872 3.8065648114420103 2.4318679614639387 2.3301966704123385 1.9806478462174075 1.9633272541143876],1.54971889943678,1.56528432947919,358.240071598298,107.051792204695,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP18_P1_R05,874,efb4b875227f40b7af6b058d63dd50975af6e27f3132f3ed418e75bed9a490bf,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,18,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[26.842339180249567 4.3173546996740058 2.7858953654388969 2.5085556482999407 2.1624413263388509 2.097403680779629],[25.676403983201872 3.8065648114420103 2.4318679614639387 2.3301966704123385 1.9806478462174075 1.9633272541143876],1.54971889943678,1.56528432947919,358.240071598298,107.051792204695,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP22_P1_R05,875,c1584a579b9000ac42f7125a7750b768ed07789c036bd9768e26192c3e821a2d,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_MUSIC_K2,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,22,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,[65.054770155289276 4.316358392060307 2.7886727568575274 2.5027780466996505 2.1640559756096329 2.1163809290840137],[62.280512634349861 3.8055462591887359 2.650738716267091 2.3755666573901046 2.0143743787145021 1.9812296738522852],1.54781818033188,1.4356549877341,859.184364563901,259.991337680503,0,0,0,8.11805783927532e-16,[NaN NaN NaN NaN NaN NaN],0,NaN,0,[NaN NaN],0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP22_P1_R05,875,c1584a579b9000ac42f7125a7750b768ed07789c036bd9768e26192c3e821a2d,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,22,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[65.054770155289276 4.316358392060307 2.7886727568575274 2.5027780466996505 2.1640559756096329 2.1163809290840137],[62.280512634349861 3.8055462591887359 2.650738716267091 2.3755666573901046 2.0143743787145021 1.9812296738522852],1.54781818033188,1.4356549877341,859.184364563901,259.991337680503,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP22_P1_R05,875,c1584a579b9000ac42f7125a7750b768ed07789c036bd9768e26192c3e821a2d,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,22,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[65.054770155289276 4.316358392060307 2.7886727568575274 2.5027780466996505 2.1640559756096329 2.1163809290840137],[62.280512634349861 3.8055462591887359 2.650738716267091 2.3755666573901046 2.0143743787145021 1.9812296738522852],1.54781818033188,1.4356549877341,859.184364563901,259.991337680503,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP22_P1_R05,875,c1584a579b9000ac42f7125a7750b768ed07789c036bd9768e26192c3e821a2d,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,5,22,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[65.054770155289276 4.316358392060307 2.7886727568575274 2.5027780466996505 2.1640559756096329 2.1163809290840137],[62.280512634349861 3.8055462591887359 2.650738716267091 2.3755666573901046 2.0143743787145021 1.9812296738522852],1.54781818033188,1.4356549877341,859.184364563901,259.991337680503,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SM6_P1_R06,876,fc86d61e1b1671cfdc9e2c21ab689b381b1cbdf3d3c8fbf98af9e7d56509be6e,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_MUSIC_K2,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,-6,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,[3.6688726647889318 3.0776587057811997 2.5403082924766474 2.3596927525801403 1.9227170391154977 1.7356598491015047],[3.2996151190144731 2.7362329131615954 2.3786447334092178 1.9565222448494839 1.6517033063064814 1.5466566354745019],1.21152960642453,1.1503327397866,58.2445759542001,14.898680670861,0,0,0,8.11805783927532e-16,[NaN NaN NaN NaN NaN NaN],0,NaN,0,[NaN NaN],0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SM6_P1_R06,876,fc86d61e1b1671cfdc9e2c21ab689b381b1cbdf3d3c8fbf98af9e7d56509be6e,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,-6,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[3.6688726647889318 3.0776587057811997 2.5403082924766474 2.3596927525801403 1.9227170391154977 1.7356598491015047],[3.2996151190144731 2.7362329131615954 2.3786447334092178 1.9565222448494839 1.6517033063064814 1.5466566354745019],1.21152960642453,1.1503327397866,58.2445759542001,14.898680670861,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SM6_P1_R06,876,fc86d61e1b1671cfdc9e2c21ab689b381b1cbdf3d3c8fbf98af9e7d56509be6e,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,-6,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[3.6688726647889318 3.0776587057811997 2.5403082924766474 2.3596927525801403 1.9227170391154977 1.7356598491015047],[3.2996151190144731 2.7362329131615954 2.3786447334092178 1.9565222448494839 1.6517033063064814 1.5466566354745019],1.21152960642453,1.1503327397866,58.2445759542001,14.898680670861,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SM6_P1_R06,876,fc86d61e1b1671cfdc9e2c21ab689b381b1cbdf3d3c8fbf98af9e7d56509be6e,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,-6,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[3.6688726647889318 3.0776587057811997 2.5403082924766474 2.3596927525801403 1.9227170391154977 1.7356598491015047],[3.2996151190144731 2.7362329131615954 2.3786447334092178 1.9565222448494839 1.6517033063064814 1.5466566354745019],1.21152960642453,1.1503327397866,58.2445759542001,14.898680670861,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP0_P1_R06,877,9a2560cfc348588c17af9a88fcb8907caebef055be7a1a68a20465aa4035a05c,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_MUSIC_K2,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,[3.6541119823383812 3.11881846329227 2.5647093246281285 2.3823431167099702 1.9666678765397929 1.7443979945093941],[3.2890064522414253 2.7481810409605063 2.375215618790838 2.0008273218025581 1.7063461184414965 1.5658885845522572],1.21605143840013,1.15702381679333,58.8797527550587,14.8436415006628,0,0,0,8.11805783927532e-16,[NaN NaN NaN NaN NaN NaN],0,NaN,0,[NaN NaN],0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP0_P1_R06,877,9a2560cfc348588c17af9a88fcb8907caebef055be7a1a68a20465aa4035a05c,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,0,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[3.6541119823383812 3.11881846329227 2.5647093246281285 2.3823431167099702 1.9666678765397929 1.7443979945093941],[3.2890064522414253 2.7481810409605063 2.375215618790838 2.0008273218025581 1.7063461184414965 1.5658885845522572],1.21605143840013,1.15702381679333,58.8797527550587,14.8436415006628,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ESPRIT,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP0_P1_R06,877,9a2560cfc348588c17af9a88fcb8907caebef055be7a1a68a20465aa4035a05c,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,0,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,1,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[3.6541119823383812 3.11881846329227 2.5647093246281285 2.3823431167099702 1.9666678765397929 1.7443979945093941],[3.2890064522414253 2.7481810409605063 2.375215618790838 2.0008273218025581 1.7063461184414965 1.5658885845522572],1.21605143840013,1.15702381679333,58.8797527550587,14.8436415006628,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,NOT_APPLICABLE_COLORED_NOISE_STANDARD_ROOT_MUSIC,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_STRUCTURAL_NA,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP0_P1_R06,877,9a2560cfc348588c17af9a88fcb8907caebef055be7a1a68a20465aa4035a05c,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,0,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[3.6541119823383812 3.11881846329227 2.5647093246281285 2.3823431167099702 1.9666678765397929 1.7443979945093941],[3.2890064522414253 2.7481810409605063 2.375215618790838 2.0008273218025581 1.7063461184414965 1.5658885845522572],1.21605143840013,1.15702381679333,58.8797527550587,14.8436415006628,0,0,0,8.11805783927532e-16,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N2_L1_SP6_P1_R06,878,fe919a52abaf1d7fdd2820a81d9f349ee50940776d4f7b35227d1cd5926c104b,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ELEMENT_MUSIC_K2,STAGE5_TOEPLITZ_CORRELATED,1,P1,6,6,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,[3.656151189920672 3.500333944432628 2.7755865915052671 2.4374779157638424 2.1468713370399146 1.7908139051891361],[3.2810519661200908 2.9493426887930108 2.5203669628160945 2.3571091555698462 1.8476499337684058 1.5879884886407609],1.2611150216482,1.17020367760162,59.874547764934,14.785533310168,0,0,0,8.11805783927532e-16,[NaN NaN NaN NaN NaN NaN],0,NaN,0,[NaN NaN],0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
